"Country A","Country B","Type","Date of signature","Effective","Status","Source","WHTrates","PE","Other","UN","5(3)(a)C","5(3)(a)S","5(3)(b)","5(4)(a)","5(4)(b)","5(5)(b)","5(6)","5(7)","7(1)(b&c)","7(3)","8(2)","10(2)(a)Q","10(2)(a)T","10(2)(b)","11(2)","11(2)F","12(2)","12(2)C","12(2)E","12(A)","13(4)","13(5)","14","16(2)","21(3)","25B(5)","27","29"
"Armenia","Ireland","Original","2011","2013","In Force","0.16","0.28","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","10","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Ireland","Uzbekistan","Original","2012","2014","In Force","0.14","0.22","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Ireland","Thailand","Original","2013","2016","In Force","0.46","0.41","0.47","0.5","0.47","6","YES","6","YES","YES","NO","NO","YES","NO","NO","YES","10","","10","15","10","15","5","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Ireland","Zambia","Original","2015","2016","In Force","0.31","0.34","0.47","0.13","0.29","6","YES","6","YES","YES","NO","NO","YES","NO","NO","NO","7.5","","7.5","10","10","10","10","10","0","YES","NO","NO","NO","NO","NO","YES","NA"
"Ireland","South Africa","Amended by protocol","2010","2013","In Force","0.18","0.09","0.19","0.25","0.18","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","10","10","0","0","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Albania","Ireland","Amended by MLI","2019","2021","In Force","0.28","0.23","0.34","0.29","0.31","6","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","7","0","7","7","7","0","YES","NO","YES","NO","","NO","NO","PPT"
"Georgia","Ireland","Amended by MLI","2017","2019","In Force","0.14","0.06","0.09","0.25","0.18","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","50","10","0","0","0","0","0","0","YES","YES","NO","NO","NO","NO","NO","PPT"
"Ireland","Pakistan","Amended by MLI","2017","2021","In Force","0.48","0.47","0.47","0.5","0.53","6","YES","NO","YES","YES","NO","YES","YES","NO","YES","NO","5","25","10","10","10","10","10","10","10","YES","NO","YES","NO","YES","NO","NO","PPT"
"Ireland","Ukraine","Amended by MLI","2018","2019","In Force","0.29","0.3","0.19","0.38","0.24","12","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","5","25","15","10","5","5","10","5","0","YES","YES","YES","NO","NO","NO","NO","PPT"
"Israel","Philippines","Original","1992","1997","In Force","0.56","0.47","0.59","0.63","0.59","6","YES","6","YES","YES","NO","YES","YES","NO","YES","YES","10","10","15","10","10","15","15","15","0","YES","NO","YES","NO","YES","NO","NO","LOB"
"Israel","Vietnam","Original","2009","2010","In Force","0.49","0.49","0.59","0.38","0.53","6","YES","6","YES","YES","YES","NO","YES","NO","NO","NO","10","","10","10","10","15","15","5","7.5","YES","NO","YES","NO","YES","NO","NO","PPT"
"Israel","South Africa","Original","1978","1978","In Force","0.32","0.5","0.22","0.25","0.24","6","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","25","","25","25","25","0","0","0","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Israel","Thailand","Original","1996","1997","In Force","0.55","0.43","0.72","0.5","0.59","6","YES","6","YES","YES","YES","YES","YES","NO","NO","YES","10","","10","15","10","15","5","15","0","YES","NO","YES","NO","YES","NO","NO","OTHER"
"Israel","Uzbekistan","Original","1998","2000","In Force","0.39","0.35","0.33","0.5","0.38","9","NO","9","YES","YES","NO","YES","NO","NO","YES","NO","10","","10","10","10","10","5","10","0","YES","YES","YES","NO","NO","NO","NO","OTHER"
"Israel","Mexico","Original","1999","2000","In Force","0.48","0.34","0.47","0.63","0.53","6","YES","12","YES","YES","NO","YES","NO","NO","YES","NO","5","10","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","LOB"
"Israel","Moldova","Original","2006","2008","In Force","0.22","0.22","0.31","0.13","0.18","12","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Israel","North Macedonia","Original","2015","2019","In Force","0.17","0.31","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","5","5","5","0","YES","NO","NO","NO","NO","NO","NO","LOB-PPT"
"Armenia","Israel","Original","2017","2019","In Force","0.22","0.33","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","5","10","5","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Georgia","Israel","Amended by MLI","2017","2019","In Force","0.1","0.09","0.08","0.13","0.09","9","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","10","5","5","5","0","0","0","0","YES","NO","NO","NO","NO","NO","NO","PPT"
"Israel","Ukraine","Amended by MLI","2018","2019","In Force","0.39","0.34","0.44","0.38","0.35","12","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","5","25","15","10","5","10","10","10","0","YES","YES","YES","NO","NO","NO","NO","PPT"
"Italy","Ivory Coast","Original","1982","1988","In Force","0.41","0.5","0.59","0.13","0.35","6","YES","NO","YES","YES","YES","YES","YES","NO","NO","NO","15","","15","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Mozambique","Original","1998","2005","In Force","0.22","0.44","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Pakistan","Original","1984","1992","In Force","0.85","0.72","0.84","1","0.88","6","YES","3","NO","NO","YES","NO","YES","YES","YES","YES","15","25","25","30","30","30","30","30","0","YES","YES","YES","YES","YES","NO","NO","NA"
"Italy","Philippines","Original","1980","1990","In Force","0.49","0.63","0.59","0.25","0.41","6","YES","NO","NO","NO","NO","NO","YES","NO","NO","YES","15","","15","15","15","25","25","25","0","YES","NO","NO","NO","NO","NO","NO","NA"
"Italy","Senegal","Original","1998","2002","In Force","0.3","0.56","0.22","0.13","0.18","6","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","15","","15","15","15","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Sri Lanka","Original","1984","1978","In Force","0.32","0.48","0.22","0.25","0.24","6","NO","6","YES","YES","NO","NO","NO","NO","NO","YES","15","","15","10","10","15","10","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Uganda","Original","2000","1998","In Force","0.36","0.63","0.22","0.25","0.29","6","NO","6","YES","YES","NO","NO","NO","NO","YES","NO","15","","15","15","15","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Vietnam","Original","1996","1996","In Force","0.49","0.5","0.72","0.25","0.53","6","YES","6","NO","NO","YES","NO","NO","NO","NO","NO","10","25","15","10","10","10","10","10","7.5","NO","YES","YES","NO","NO","NO","NO","NA"
"Italy","Zambia","Original","1972","1971","In Force","0.23","0.38","0.2","0.13","0.15","9","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Trinidad and Tobago","Original","1971","1970","In Force","0.24","0.42","0.09","0.2","0.21","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","20","10","10","5","0","5","5","","","YES","NO","","NO","NO","NA"
"Italy","Morocco","Original","1972","1970","In Force","0.2","0.39","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","10","10","10","5","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Thailand","Original","1977","1978","In Force","0.38","0.65","0.22","0.29","0.25","6","NO","NO","YES","YES","YES","NO","NO","NO","NO","YES","20","25","NO LIMIT","NO LIMIT","NO LIMIT","15","5","15","0","NO","NO","YES","NO","","NO","NO","NA"
"Italy","Tunisia","Original","1979","1981","In Force","0.23","0.48","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","12","12","12","5","16","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Ecuador","Italy","Original","1984","1990","In Force","0.19","0.38","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Tajikistan","Pre-independence","1985","1990","In Force","0.15","0.19","0.25","0","0.15","36","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","15","","15","0","0","0","0","0","0","","","NO","","","NO","NO","NA"
"Italy","Turkmenistan","Pre-independence","1985","1990","In Force","0.15","0.19","0.25","0","0.15","36","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","15","","15","0","0","0","0","0","0","","","NO","","","NO","NO","NA"
"Italy","Venezuela","Original","1990","1994","In Force","0.28","0.36","0.06","0.43","0.19","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","","10","","10","10","10","10","7","10","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Algeria","Italy","Original","1991","1996","In Force","0.46","0.52","0.48","0.38","0.41","3","YES","NO","NO","NO","NO","NO","NO","NO","YES","NO","15","","15","15","15","15","5","15","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Albania","Italy","Original","1994","2000","In Force","0.19","0.25","0.19","0.13","0.12","12","NO","NO","YES","YES","YES","NO","NO","NO","NO","NO","10","","10","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","South Africa","Original","1995","2000","In Force","0.21","0.33","0.19","0.13","0.12","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","6","6","6","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","North Macedonia","Original","1996","2001","In Force","0.15","0.25","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Ukraine","Original","1997","1995","In Force","0.26","0.34","0.06","0.38","0.18","12","NO","NO","YES","YES","NO","NO","NO","NO","YES","NO","5","20","15","10","10","7","7","7","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Georgia","Italy","Original","2000","2005","In Force","0.1","0.09","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","10","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Uzbekistan","Original","2000","2005","In Force","0.23","0.25","0.06","0.38","0.18","12","NO","NO","YES","YES","NO","NO","NO","YES","YES","NO","10","","10","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Lebanon","Original","2000","2012","In Force","0.15","0.13","0.19","0.13","0.12","12","NO","12","YES","YES","NO","NO","NO","NO","NO","NO","5","10","15","0","0","0","0","0","0","NO","NO","YES","NO","NO","NO","NO","PPT"
"Italy","Syria","Original","2000","2008","In Force","0.28","0.38","0.34","0.13","0.24","6","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","5","25","10","10","0","18","18","18","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Armenia","Italy","Original","2002","2009","In Force","0.27","0.24","0.2","0.38","0.26","9","NO","NO","YES","YES","NO","NO","YES","NO","YES","NO","5","10","10","10","0","7","7","7","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Italy","Moldova","Original","2002","2012","In Force","0.15","0.25","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","5","5","5","5","5","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Jordan","Original","2004","2011","In Force","0.28","0.38","0.33","0.13","0.21","9","YES","6","YES","YES","NO","NO","NO","NO","NO","NO","10","","10","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Tanzania","Amended by protocol","1979","1974","In Force","0.39","0.72","0.19","0.25","0.24","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","YES","10","","10","12.5","12.5","15","15","15","20","NO","NO","YES","NO","NO","NO","NO","NA"
"Argentina","Italy","Amended by protocol","1997","1979","In Force","0.36","0.63","0.2","0.25","0.21","9","NO","NO","YES","YES","NO","YES","NO","NO","NO","NO","15","","15","20","20","18","10","18","0","NO","NO","YES","NO","YES","NO","NO","NA"
"Italy","Mauritius","Amended by protocol","2010","2012","In Force","0.39","0.56","0.34","0.25","0.29","6","NO","NO","YES","YES","YES","NO","YES","NO","YES","NO","5","25","15","NO LIMIT","NO LIMIT","15","15","15","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Italy","Mexico","Amended by protocol","2011","2015","In Force","0.44","0.5","0.46","0.38","0.39","8","YES","NO","YES","YES","NO","YES","YES","NO","NO","NO","15","","15","15","15","15","0","15","0","YES","NO","YES","NO","YES","NO","NO","NA"
"Ivory Coast","Morocco","Original","2006","2017","In Force","0.74","0.5","0.97","0.75","0.88","6","YES","2","NO","NO","YES","YES","YES","YES","YES","NO","10","","10","10","10","10","10","10","10","YES","NO","YES","YES","YES","NO","YES","NA"
"Ivory Coast","Norway","Original","1978","1975","In Force","0.42","0.51","0.63","0.13","0.35","0","NO","NO","NO","NO","YES","YES","NO","NO","NO","NO","15","","15","16","16","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Ivory Coast","Switzerland","Original","1987","1991","In Force","0.41","0.5","0.59","0.13","0.35","6","YES","NO","YES","YES","YES","YES","YES","NO","NO","NO","15","","15","15","15","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Ivory Coast","Tunisia","Original","1999","2016","In Force","0.49","0.38","0.47","0.63","0.53","6","YES","NO","YES","YES","YES","YES","NO","NO","YES","NO","10","","10","10","10","10","10","10","0","YES","YES","YES","NO","YES","NO","NO","NA"
"Ivory Coast","United Kingdom","Original","1985","1987","In Force","0.53","0.63","0.84","0.13","0.53","6","YES","NO","NO","NO","YES","YES","YES","NO","NO","NO","15","","15","15","15","10","10","10","10","NO","NO","YES","NO","NO","NO","NO","NA"
"Ivory Coast","Portugal","Original","2015","2018","In Force","0.45","0.38","0.59","0.38","0.53","6","YES","NO","YES","YES","YES","YES","YES","NO","YES","NO","10","","10","10","10","5","5","5","5","YES","NO","YES","NO","NO","NO","YES","PPT"
"Japan","Zambia","Original","1970","1971","In Force","0.15","0.25","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","0","","0","10","10","10","10","10","0","NO","NO","YES","NO","NO","NO","NO","NA"
"Japan","Sri Lanka","Original","1967","1968","In Force","0.42","0.08","0.59","0.6","0.57","6","NO","NO","NO","NO","YES","YES","NO","NO","","YES","6","","6","0","0","","0","","0","NO","YES","YES","","","NO","NO","NA"
"Armenia","Japan","Pre-independence","1986","1987","In Force","0.15","0.4","0.06","0","0","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","0","10","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Georgia","Japan","Pre-independence","1986","1987","In Force","0.19","0.4","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","0","10","0","NO","YES","NO","NO","NO","NO","NO","NA"
"Japan","Kyrgyzstan","Pre-independence","1986","1987","In Force","0.19","0.4","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","0","10","0","NO","YES","NO","NO","NO","NO","NO","NA"
"Japan","Moldova","Pre-independence","1986","1987","In Force","0.19","0.4","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","0","10","0","NO","YES","NO","NO","NO","NO","NO","NA"
"Japan","Tajikistan","Pre-independence","1986","1987","In Force","0.19","0.4","0.06","0.13","0.06","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","0","10","0","NO","YES","NO","NO","NO","NO","NO","NA"
"Japan","Turkmenistan","Pre-independence","1986","1987","In Force","0.15","0.4","0.06","0","0","12","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","10","10","10","0","10","0","NO","NO","NO","NO","NO","NO","NO","NA"
"Japan","Thailand","Original","1990","1991","In Force","0.57","0.59","0.73","0.38","0.53","3","YES","6","NO","NO","YES","NO","NO","NO","NO","YES","15","25","20","25","10","15","15","15","0","NO","YES","NO","NO","YES","NO","NO","NA"
"Japan","Mexico","Original","1996","1997","In Force","0.46","0.41","0.34","0.63","0.47","6","YES","NO","YES","YES","NO","YES","NO","NO","YES","NO","5","25","15","15","10","10","10","10","0","YES","YES","YES","NO","YES","NO","YES","NA"
"Japan","South Africa","Original","1997","1998","In Force","0.33","0.38","0.19","0.43","0.25","12","YES","NO","YES","YES","NO","NO","NO","NO","NO","NO","5","25","15","10","10","10","10","10","0","","YES","YES","NO","YES","NO","YES","NA"
"Ecuador","Japan","Original","2019","2019","In Force","0.41","0.25","0.72","0.25","0.47","6","YES","6","NO","NO","NO","NO","YES","NO","NO","NO","5","","5","10","0","10","10","10","0","YES","NO","YES","NO","NO","NO","YES","PPT"
"Japan","Uzbekistan","Original","2019","2021","In Force","0.31","0.22","0.56","0.14","0.31","12","YES","NO","NO","NO","NO","NO","YES","NO","","NO","5","25","10","5","5","5","5","5","0","YES","NO","NO","NO","NO","NO","YES","LOB-PPT"
"Japan","Philippines","Amended by protocol","2006","2009","In Force","0.54","0.41","0.59","0.63","0.59","6","YES","6","YES","YES","YES","YES","NO","YES","YES","YES","10","10","15","10","10","10","10","10","0","YES","NO","YES","NO","NO","NO","NO","NA"
"Japan","Pakistan","Amended by MLI","2017","2021","In Force","0.6","0.47","0.72","0.63","0.71","6","YES","NO","NO","NO","YES","NO","YES","NO","YES","NO","5","50","10","10","10","10","10","10","10","YES","YES","YES","NO","YES","NO","NO","PPT"
"Japan","Ukraine","Amended by MLI","2018","2019","In Force","0.28","0.4","0.19","0.25","0.18","12","NO","NO","YES","YES","NO","NO","YES","NO","NO","NO","15","","15","10","10","10","0","10","0","YES","YES","NO","NO","NO","NO","NO","PPT"
"Jordan","Romania","Original","1983","1985","In Force","0.29","0.53","0.09","0.25","0.17","7","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","15","","15","12.5","12.5","15","15","15","0","NO","NO","YES","NO","YES","NO","YES","NA"
"Jordan","Turkey","Original","1985","1987","In Force","0.22","0.43","0.09","0.13","0.12","6","NO","NO","YES","YES","NO","NO","NO","NO","NO","NO","10","25","15","10","10","12","12","12","0","NO","NO","YES","NO","NO","NO","YES","NA"
"Jordan","Tunisia","Original","1988","1990","In Force","0.49","0.75","0.22","0.5","0.33","6","NO","NO","YES","YES","NO","YES","NO","NO","YES","NO","NO LIMIT","","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","NO LIMIT","0","","YES","YES","NO","","NO","NO","NA"
